"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail","parameter"
"beta_m[3]",-1.4142048482425,-1.418575,0.506112539332218,0.512030736,-2.2297145,-0.5945181,1.00416241827998,316.243597451094,1077.11293098075,"21"
"beta_m[4]",-0.00647744521647508,0.0109708,0.462838567499298,0.4632279918,-0.7734677,0.74356165,1.02197635512949,448.408513406796,1229.22864579512,"22"
"beta_m[5]",5.68459283,5.671595,0.530770486085103,0.545863668,4.8204775,6.574729,1.02509501041872,198.512802937196,776.169643724965,"23"
"beta_r[1]",-1.20038796,-1.186035,0.284657990149593,0.2939410173,-1.677576,-0.7401153,1.04235291006384,74.7809622381479,247.164016489557,"24"
"beta_r[2]",1.0898924645,1.105375,0.28264598972353,0.289277499,0.61992685,1.5404175,1.04643443162592,76.1114189277969,181.315527098812,"25"
"beta_r[3]",-0.0208644015475,-0.0292495,2.4153671896509,2.4815024913,-3.9622135,3.9475035,1.00237674031491,5326.04174261941,2957.92221790632,"26"
"beta_r[4]",0.06189212341725,0.0307254,2.35855317780976,2.37050630796,-3.733339,3.936676,1.00079746557626,4592.18283526026,3114.72964629752,"27"
"beta_r[5]",-0.02638731825275,-0.08580125,2.43823796424139,2.406674928,-4.0129715,4.1735355,0.999831298512511,4192.78334887251,3011.66768905487,"28"
"beta_r[6]",-1.9460422975,-1.931995,0.285285488563373,0.303806979,-2.4212445,-1.4838475,1.04723696162107,75.9320391628771,197.84647951679,"29"
"beta_r[7]",-0.0176884682475,-0.0225999,2.4256269784763,2.428639647,-4.0433595,3.9916745,1.00199821198283,5841.17269932326,2780.53123319985,"30"
"beta_r[8]",-2.301745705,-2.288765,0.285030012239452,0.295452528,-2.778894,-1.84779,1.04315350239788,75.2268132243913,213.169383553523,"31"
"beta_r[9]",0.02811978847675,0.03944665,2.4384800512487,2.355451098,-4.0484745,4.0674365,1.00118553092824,4418.36381961788,2771.15131089481,"32"
"beta_r[10]",-0.0823184893072,-0.0661134,0.286550596240756,0.2926704291,-0.5685382,0.3862119,1.04864543075732,76.7403292018805,229.447673916596,"33"
"beta_r[11]",-1.59418711975,-1.58329,0.286366562017273,0.297513342,-2.074968,-1.1385185,1.04048070573434,74.8445164757,205.724152695439,"34"
"beta_r[12]",-0.9575813885,-0.9408805,0.284843562297463,0.2950433304,-1.431381,-0.50715685,1.04361775917064,74.457449283056,227.984106250539,"35"
"beta_r[13]",-0.8359372724975,-0.8201975,0.2848190897895,0.3010107954,-1.3157825,-0.37432545,1.0408528386561,74.2918040330468,268.289135821807,"36"
"beta_r[14]",-0.62406142218,-0.6100875,0.282549042927787,0.2942642241,-1.1061305,-0.1685942,1.04465600446435,74.3880631820439,221.083095857532,"37"
"beta_r[15]",0.00136345920000006,0.01552575,2.43894364984349,2.447305581,-4.0123565,4.0072495,1.00065671318761,5634.00513496399,3007.08629784095,"38"
"beta_r[16]",0.185625685846,0.2026405,0.284774199903646,0.288477814212,-0.2938711,0.6416376,1.04074378260877,74.8075612397178,250.284349296731,"39"
"beta_r[17]",-0.911098198925,-0.894212,0.289316673966103,0.2988751101,-1.392257,-0.45043215,1.03665841490744,76.3264820680343,222.716256039167,"40"
"beta_r[18]",0.236233450956925,0.24498,0.285080788783514,0.29508825318,-0.24873085,0.69192865,1.03682667328698,74.8550517350589,234.905972723829,"41"
"beta_r[19]",-1.8796536295,-1.865815,0.284422527065093,0.296712738,-2.3552075,-1.4246525,1.04595824593226,76.9975275022513,243.416850410523,"42"
"beta_r[20]",0.05352535291,0.0940386,2.377235882456,2.393531679,-3.834542,4.009058,1.00208764960381,4427.66584306466,2898.8163656768,"43"
"beta_r[21]",-1.355867114,-1.3404,0.28290798390538,0.289826061,-1.8385605,-0.9076433,1.04258348916873,75.260498024052,217.529275876648,"44"
"beta_r[22]",-0.0344160419536499,-0.02323245,2.48610872014287,2.511361314,-4.079116,3.98075249999999,1.00053048078563,4375.35724359186,3196.65482938088,"45"
"beta_r[23]",-1.28036660025,-1.26485,0.285473056758753,0.294355404,-1.753215,-0.8215815,1.04416455032867,74.2297423699115,215.648071131383,"46"
"beta_r[24]",1.211884175,1.226955,0.286108604769803,0.294044058,0.73076345,1.6710825,1.04384558510888,76.4556790030885,210.819861238459,"47"
"beta_r[25]",0.295425810533,0.311611,0.283611797836395,0.288284157,-0.1841194,0.7480704,1.04484094005769,74.3875549616499,169.576124403422,"48"
"beta_r[26]",-2.521267075,-2.506415,0.284937476510943,0.291516225,-3.001846,-2.0585435,1.04061129505161,74.7252319288992,198.030344148503,"49"
"beta_r[27]",-0.017033068745,-0.00380331,2.4633000387996,2.516817282,-4.1061325,4.000474,1.00252072965361,5494.87103178315,2900.77303606282,"50"
"beta_r[28]",-0.578280137771,-0.562668,0.284727637667127,0.2967468378,-1.057915,-0.12571985,1.04367522149533,75.7347305287053,211.20617935415,"51"
"beta_r[29]",-0.40588133570575,-0.3923915,0.287303444629293,0.2941085511,-0.8799909,0.056593435,1.04345176089857,76.577477104786,237.623252182813,"52"
"beta_r[30]",-1.6143216495,-1.598455,0.283828832411915,0.290478405,-2.089001,-1.152809,1.04083837948387,76.7369579168153,201.814637278827,"53"
"beta_r[31]",-0.0313918503575,-0.053199,2.41408035433048,2.3992975104,-4.0260735,3.901261,1.00029780419485,5143.21707794762,2946.70304095221,"54"
"beta_r[32]",3.2335061425,3.250785,0.284299382457316,0.291805332,2.746366,3.701198,1.04134980637448,76.4058792339741,216.109334408158,"55"
"beta_r[33]",-0.72439917246625,-0.70808,0.285873819197529,0.298981116,-1.2075,-0.27112845,1.04555975432592,75.6971549592171,206.788808584758,"56"
"beta_r[34]",-1.24561778775,-1.233675,0.285649236170595,0.28932939,-1.7265915,-0.7806867,1.04562495499569,76.3572284006129,212.7061282339,"57"
"beta_r[35]",0.0601956484272501,0.0757047,2.44303624745653,2.394628803,-3.9066445,4.1684995,1.00076288195334,5410.55164401173,2697.3681758472,"58"
"beta_r[36]",-0.75717464645,-0.740681,0.284946832161212,0.2920032591,-1.229637,-0.30096485,1.03959397493569,76.1429863436292,230.705811470972,"59"
"beta_r[37]",-1.84733998725,-1.83353,0.284876789820459,0.300752823,-2.322113,-1.3984705,1.04552475424786,73.9731709675446,177.781170140449,"60"
"beta_r[38]",-1.112902089,-1.1006,0.287283550430512,0.2911144404,-1.6022755,-0.65341225,1.03099396830765,80.3879815234707,247.428848973375,"61"
"beta_r[39]",0.856785369485,0.8610405,0.29331158792574,0.2884961688,0.3654599,1.337487,1.02840084587631,87.3493021362894,275.066050128687,"62"
"beta_r[40]",-2.0142493975,-1.99846,0.286923389343741,0.293643756,-2.4937355,-1.54726,1.04357538746825,77.7557996599447,227.418242740913,"63"
"beta_r[41]",0.0298886038967499,0.02917845,2.43297004968276,2.35993366497,-3.946325,3.960153,0.999981230063803,5187.24765897548,3086.96972281961,"64"
"beta_r[42]",-1.2729844135,-1.269365,0.290926360629471,0.292554045,-1.762969,-0.78821105,1.02875387296604,86.8554297793146,274.997758494221,"65"
"beta_r[43]",0.28254053313795,0.282414,0.306592926918344,0.3056520747,-0.2276828,0.78683065,1.01704150703747,96.1665333821046,326.074012665451,"66"
"beta_r[44]",-1.44665085325,-1.43477,0.286350705885579,0.295148595,-1.927334,-0.9876406,1.04241390765485,75.5672841434988,222.659417003231,"67"
"beta_r[45]",0.01312287756175,-0.0340362,2.39406024710471,2.35087905612,-3.9728795,3.961733,1.00039922100754,5267.34333340677,2859.22738492861,"68"
"beta_r[46]",-1.65138254225,-1.63719,0.281426674340265,0.293087781,-2.126681,-1.198406,1.04573022437958,77.4888602782751,239.476485651603,"69"
"beta_r[47]",-0.691313185875,-0.6771085,0.283579240295475,0.2886651852,-1.17214,-0.2318949,1.04080415623719,78.7877954734177,206.929948632985,"70"
"beta_r[48]",-1.9119331975,-1.900595,0.283592119500369,0.293888385,-2.3833155,-1.459795,1.03880637171967,74.4649449401728,234.196531866282,"71"
"beta_r[49]",0.0422242148624999,0.0399585,2.40930371141093,2.456312376,-3.8992685,3.931411,1.00006228045037,5853.17514594142,2980.26787015839,"72"
"beta_r[50]",-2.1669195875,-2.151465,0.286285927518327,0.298558575,-2.6498425,-1.706064,1.04232011475666,75.0943838042909,214.591707450341,"73"
"beta_r[51]",-0.01273314878225,-0.02944865,2.41551955612595,2.36467487151,-4.011587,4.06701,0.999375700552273,5760.82456410505,3166.72823494266,"74"
"beta_r[52]",-1.0875288695,-1.07335,0.286742768648042,0.2980856256,-1.568727,-0.6272794,1.04467069384899,75.4988100989655,223.668890702433,"75"
"beta_r[53]",-0.6248934649575,-0.6110855,0.28345039712583,0.2973235692,-1.0909405,-0.1654048,1.04110402996418,75.5669020449184,188.351629379432,"76"
"beta_r[54]",-1.46294578375,-1.449595,0.284985994763084,0.294318339,-1.936407,-1.008214,1.04693032418702,76.9218862172481,209.178849692487,"77"
"beta_r[55]",-0.885569271575,-0.869276,0.284838169996027,0.2934636201,-1.360632,-0.42547145,1.04522530956768,76.7232137813933,195.442036313431,"78"
"beta_r[56]",-1.2137236995,-1.19309,0.284272780267039,0.2950811367,-1.697311,-0.7644193,1.04407003182439,76.7602699546483,216.75333147701,"79"
"beta_r[57]",-2.415880455,-2.404455,0.283364881291384,0.2994852,-2.8810755,-1.9622995,1.04282108430205,75.7851206904281,214.60171435651,"80"
"beta_r[58]",-0.0598140392891,-0.04591325,0.287128194528131,0.2946156003,-0.54175,0.3920064,1.04803606501887,77.2891009276301,192.731272274189,"81"
"beta_r[59]",-1.3667581735,-1.353515,0.286076646236371,0.297676428,-1.849884,-0.9067615,1.04810358138583,77.1735403490156,206.951625501664,"82"
"beta_r[60]",-1.23289537675,-1.217825,0.284482552445956,0.294800184,-1.705097,-0.76772495,1.04157289880175,74.259738343376,210.276149126876,"83"
"beta_r[61]",-0.51321101549975,-0.5002355,0.283947272886214,0.2919187509,-0.9855294,-0.0556627600000002,1.04249042307951,74.8987749636817,172.993828353943,"84"
"beta_r[62]",0.02942345704025,0.0297191,2.42896370603569,2.40541605234,-3.971139,4.1116925,1.00071716893385,4289.44209123243,3151.82910841951,"85"
"beta_r[63]",-0.99727714075,-0.985079,0.284102471480399,0.2966452797,-1.4711655,-0.53895385,1.04340042650195,75.4721487574543,233.955941029906,"86"
"beta_r[64]",-0.7998489342275,-0.7840295,0.287376996933194,0.3021301584,-1.2873855,-0.34006815,1.03852228354489,75.7066379391692,240.461164831147,"87"
"beta_r[65]",-1.35832708,-1.342275,0.285627495962931,0.293829081,-1.8377035,-0.89285125,1.04476395035802,75.3122838850812,225.918681844381,"88"
"beta_r[66]",-0.709519450765,-0.6980095,0.285776575405379,0.3006727626,-1.18947,-0.25146845,1.03680019379179,74.4698767000419,242.494767048531,"89"
"beta_r[67]",-0.06755280221125,-0.05226175,2.42603153989704,2.37845845545,-4.0410755,3.994906,0.999799494711945,4814.19488160102,2652.12907785167,"90"
"beta_r[68]",-1.43598844025,-1.419625,0.284579582266282,0.294066297,-1.9128175,-0.9753321,1.0458489753479,73.7414825536042,201.437094023569,"91"
"beta_r[69]",-0.979335367175,-0.966017,0.284160620941847,0.2970300144,-1.4550715,-0.5282452,1.0447221266451,73.869293527185,206.962098460959,"92"
"beta_r[70]",0.546749388506,0.555827,0.29240489562399,0.301820295,0.062349985,1.012656,1.04071286130662,81.6659691778634,249.311579708514,"93"
"beta_r[71]",0.0858602051475,0.09862155,0.286065969073127,0.3017987973,-0.39023425,0.5426238,1.03962392976737,75.7836211580317,232.777748204045,"94"
"beta_r[72]",1.1539330905,1.166945,0.285522528023694,0.2915710812,0.6788359,1.6049315,1.04114980497014,76.2036048882224,176.528796008079,"95"
"beta_r[73]",-1.07946520675,-1.06128,0.285353431465131,0.2999388756,-1.560486,-0.62021375,1.04338045924684,77.1815264811124,231.262567257271,"96"
"beta_r[74]",3.52441865,3.539445,0.282549763984257,0.295378398,3.0506175,3.978876,1.04048766129063,75.8123203874036,240.412879392995,"97"
"beta_r[75]",0.02031398147,0.0088303,2.47255017037066,2.47433382378,-4.0277565,4.1562425,1.00110479407142,4938.46769124341,2898.56566317292,"98"
"beta_r[76]",3.041473515,3.05359,0.28489633229867,0.298039665,2.5643225,3.507999,1.03820797242726,75.933067472017,233.30812072128,"99"
"beta_r[77]",0.00753598575874997,-0.008347085,2.46078547066123,2.513632783221,-3.952936,3.985117,1.00181188798164,5488.9562331211,2619.64525317752,"100"
"beta_r[78]",3.77133967,3.781365,0.281120106110459,0.286505037,3.297007,4.222786,1.04050925619384,75.3951037543104,223.058029135168,"101"
"beta_r[79]",-0.0232615947255,-0.03516055,2.4266429353134,2.452568811,-3.974745,3.98719,1.00000331666823,5165.79348923758,3207.48301689056,"102"
"beta_r[80]",3.611931185,3.622085,0.283732683597398,0.289351629,3.1321645,4.069834,1.04357246835042,76.7530410901388,234.897118957404,"103"
"beta_r[81]",-0.02732327162,0.003809765,2.46835402556938,2.523407439,-4.179219,3.980717,1.00171026427935,4522.63738995858,2746.62558001546,"104"
"beta_r[82]",4.0323957275,4.04424,0.284997199642069,0.296015916,3.558685,4.490503,1.04182404482415,77.8149048571658,241.406844351539,"105"
"beta_r[83]",-0.0227916091680001,0.03314205,2.47905716479241,2.493636831,-4.090976,3.9768145,1.00206360496286,5002.13197594341,2916.68518684345,"106"
"beta_r[84]",-1.6503350225,-1.65845,0.305615053712313,0.309396381,-2.147999,-1.149041,1.04690509870422,142.374368599973,323.646085537495,"107"
"beta_r[85]",0.220413452660825,0.2173085,0.317355023366717,0.320127469452,-0.3115298,0.734733149999999,1.04743301526306,150.013729094021,435.819136310672,"108"
"beta_r[86]",0.00572064641712493,0.0115842,2.51309303329579,2.455155948,-4.134763,4.147172,1.00154940971957,4955.88751485897,2787.46730564894,"109"
"beta_r[87]",-2.5252707925,-2.52462,0.305037246125335,0.303288069,-3.038789,-2.024979,1.04629475294518,141.492713766479,350.478955787594,"110"
"beta_r[88]",-0.01948168293875,-0.004823165,2.4485543599806,2.511769029,-4.07556,3.864508,1.00026682912338,5204.62022062568,3014.68789573249,"111"
"beta_r[89]",0.57401118656525,0.568046,0.307968802400667,0.3072955368,0.061398205,1.084082,1.04251315137753,147.686491095048,350.681814619094,"112"
"beta_r[90]",0.817416360475,0.8109955,0.310407648778313,0.3048774162,0.29889685,1.3398195,1.03797356540634,152.925337241481,408.273938603141,"113"
"beta_r[91]",-0.05316022460075,-0.027673,2.45897602263926,2.423739654,-4.0181085,3.914969,1.00042638147621,5047.74328987004,2653.23958355009,"114"
"beta_r[92]",-2.3060643125,-2.310995,0.306720848096672,0.310419375,-2.8123665,-1.7896955,1.04303026449081,145.944423292475,346.89773808714,"115"
"beta_r[93]",-1.96977954775,-1.97697,0.306109304477874,0.314474286,-2.4667225,-1.468462,1.04617396975218,139.35043639296,362.203432051898,"116"
"beta_r[94]",0.0176567346325,-0.02188145,2.46809789714502,2.53370935923,-4.044967,4.0687515,1.00016870251343,5122.2211710113,3087.38008703054,"117"
"beta_r[95]",0.759059669055,0.753824,0.317915091216771,0.3173408931,0.2286594,1.28303,1.04493183946364,144.487484387576,392.591642634943,"118"
"beta_r[96]",-1.93902391925,-1.948375,0.303021646614259,0.304370367,-2.4340925,-1.436763,1.04410910679935,144.231095528147,374.803421353243,"119"
"beta_r[97]",-0.0412595258287501,-0.08041825,2.46214037275496,2.47937681355,-4.0329,4.015974,0.999888873936323,4750.32904526645,3101.9993077451,"120"
"beta_r[98]",0.00941896439025004,-0.0909432,2.42103035692864,2.433799095,-3.88448,4.041457,1.00071087295518,5007.2552368383,2553.3346177649,"121"
"beta_r[99]",-2.6531316425,-2.65628,0.312376390432923,0.316216341,-3.1725485,-2.1385585,1.04611551061163,143.168075274094,377.423015204335,"122"
"beta_r[100]",-2.02181095,-2.024535,0.310770828908414,0.313184424,-2.528986,-1.5062715,1.04369053431025,147.989407426807,397.015531349419,"123"
"beta_r[101]",-2.65437421,-2.65676,0.307226694107005,0.312324516,-3.1652375,-2.1634,1.04719872472959,139.823766801866,339.738262755304,"124"
"beta_r[102]",-0.03056276322725,0.00493142,2.48354671419349,2.515979613,-4.062743,4.052274,1.00057189690757,5467.46445504565,3083.62520274814,"125"
"beta_r[103]",-2.46434766,-2.472085,0.306554613710137,0.299544504,-2.977612,-1.9689615,1.04680934843605,139.636646056173,351.323471495949,"126"
"beta_r[104]",-0.838957406035,-0.841601,0.312739711882847,0.3198768804,-1.3561805,-0.32742125,1.04632936557256,145.05315905781,388.148322694145,"127"
"beta_r[105]",0.0186768147475,-0.00500144,2.4422693067396,2.403946944,-3.9483665,4.0588885,1.00077578960455,4806.13703303423,2856.83693842256,"128"
"beta_r[106]",-1.584137475,-1.58649,0.306192968328493,0.314770806,-2.0855225,-1.084607,1.04963836544213,139.607008416642,320.144759143671,"129"
"beta_r[107]",-0.03261635525825,-0.02209605,2.47122728216173,2.54293913727,-4.1767575,3.9448395,1.00213018433478,6309.90260198279,2738.65061241497,"130"
"beta_r[108]",-1.92602299275,-1.929045,0.303130375472865,0.310041312,-2.427624,-1.4362595,1.04754184141128,143.700267297462,353.217643708729,"131"
"beta_r[109]",2.526059275,2.51566,0.309715118391829,0.313132533,2.0141235,3.0268955,1.04764692255682,143.394054106756,360.382511043308,"132"
"beta_r[110]",1.106868250475,1.10585,0.310608343585048,0.309292599,0.59506855,1.60035,1.04693034168249,146.559002113376,391.374102492378,"133"
"beta_r[111]",-0.3859357878586,-0.3953875,0.307517948790019,0.310167333,-0.90200935,0.11689065,1.0470689624275,144.054890865817,402.304934361819,"134"
"beta_r[112]",-1.0215407271,-1.03496,0.306739879484632,0.3086498919,-1.53105,-0.5168966,1.04713919503598,142.546801271835,358.504173546154,"135"
"beta_r[113]",-1.02440873045,-1.02617,0.304055507870656,0.3079641894,-1.53664,-0.53377265,1.04959731221766,140.608954663293,330.109691138422,"136"
"beta_r[114]",-0.050141142361225,-0.0414891,2.46898836562917,2.49288203934,-4.084848,3.917283,1.00425378953628,5130.19057794708,2987.2923837748,"137"
"beta_r[115]",-1.3873553345,-1.391955,0.302781058979247,0.307031634,-1.900709,-0.8906682,1.04759029761132,143.196318324478,359.129366086137,"138"
"beta_r[116]",7.0708208,7.05849,0.305541166450544,0.314288961,6.5703675,7.5665915,1.04431888660393,145.387747660426,368.064975275651,"139"
"beta_r[117]",0.046159849876,0.0752506,2.42129713185655,2.45222128956,-3.951671,4.0494705,1.00031228258534,4297.68250512203,2803.60333664873,"140"
"beta_r[118]",-1.35781861725,-1.363445,0.306340620208671,0.311509086,-1.86191,-0.84025605,1.03954530422084,151.764690862295,399.762166988902,"141"
"beta_r[119]",-0.265731812685675,-0.274628,0.314947546313041,0.31551292143,-0.7894207,0.25489215,1.04496823510383,148.167334699636,394.571788728182,"142"
"beta_r[120]",-0.4780596864315,-0.4872465,0.304271293246751,0.3060123465,-0.99365995,0.0128675049999999,1.04874290064659,139.200727427429,346.569582919584,"143"
"beta_r[121]",-2.29450188,-2.30303,0.306347996064507,0.310545395999999,-2.8069135,-1.789793,1.04479378049264,144.204937539352,341.405279412279,"144"
"beta_r[122]",-1.83842863525,-1.842215,0.308779356964261,0.314555829,-2.345345,-1.3341665,1.04926943216363,140.213033399253,336.656921455341,"145"
"beta_r[123]",-0.60165287451275,-0.602153,0.306600642901906,0.3178924203,-1.101407,-0.10512485,1.04605857076829,142.7144513536,368.031218857746,"146"
"beta_r[124]",-0.00949480263499998,0.00961566,2.40940549029621,2.430869981484,-3.9522675,3.9811175,1.00036303480372,5234.43815777649,2990.08319952065,"147"
"beta_r[125]",-2.891915955,-2.897985,0.304687596658409,0.311738889,-3.3962285,-2.3938565,1.04379825636,144.310324046812,363.446745403528,"148"
"beta_r[126]",-0.0392326537595,-0.04294245,2.48077253638176,2.50092002937,-4.0918885,4.0340665,1.00157643846974,5255.98690008795,2902.51039988391,"149"
"beta_r[127]",-2.0958475625,-2.103985,0.304419405344865,0.307528305,-2.59754,-1.604253,1.0455755071238,143.795408009758,370.433703150691,"150"
"beta_r[128]",-1.168799695,-1.179555,0.303870892849798,0.3084097107,-1.6656745,-0.6731649,1.04705352206797,142.095979263171,355.049200802273,"151"
"beta_r[129]",-1.65991911175,-1.665175,0.305308176125439,0.309722553,-2.1674495,-1.1650085,1.04648508626566,140.541698635192,330.818937656708,"152"
"beta_r[130]",-2.3140841775,-2.320545,0.30634015525377,0.299529678,-2.8235585,-1.8171625,1.04459352072063,140.347730034203,370.76971452357,"153"
"beta_r[131]",-1.641737093,-1.64845,0.305390838506363,0.314748567,-2.1499395,-1.1471165,1.04630481660874,141.673474064458,359.558831013895,"154"
"beta_r[132]",-1.423560045,-1.42254,0.33027311792594,0.330130542,-1.9709165,-0.8626498,1.03203121046449,178.123650178303,498.920323554071,"155"
"beta_r[133]",0.14214914247325,0.142266,0.329582447735165,0.3289911639,-0.3978906,0.696243149999999,1.03386259643236,177.750888446338,475.575879201604,"156"
"beta_r[134]",0.0146752381395,0.009743635,2.43553601499698,2.424401434749,-3.9906235,4.0976535,1.00189008479169,5476.76257292749,2995.03062655559,"157"
"beta_r[135]",-1.60945189425,-1.615975,0.30335276873238,0.304592757,-2.1180025,-1.1133985,1.04638159663628,140.844388136005,342.514042705197,"158"
"beta_r[136]",1.8835262925,1.877945,0.305820678066589,0.305890032,1.3751775,2.3760725,1.05176569412646,139.377026091154,334.02387519723,"159"
"beta_r[137]",-2.260314545,-2.266615,0.304523486538898,0.311138436,-2.7694805,-1.7613455,1.0478500729933,142.196887812323,324.284901193124,"160"
"beta_r[138]",0.0222232057415,0.05060075,2.33529234646328,2.350521453,-3.913207,3.816868,0.999928186817394,5179.00609164123,2920.19533667392,"161"
"beta_r[139]",0.374400797968225,0.365112,0.305717495616403,0.3145521225,-0.14205025,0.87385695,1.04556024827654,140.526611091486,326.14971599196,"162"
"beta_r[140]",0.02044738945725,0.01973535,2.42063820366016,2.40243521091,-3.945731,4.026954,0.999908994824886,5606.40411730051,2771.97934790573,"163"
"beta_r[141]",-1.63869040375,-1.64405,0.304577185997976,0.305801076,-2.139385,-1.1401595,1.0439258570266,144.232974358527,378.511156528779,"164"
"beta_r[142]",-0.78352527030425,-0.79259,0.303567428589632,0.3046327872,-1.282933,-0.2751066,1.04510317230677,145.495450344242,352.839948989688,"165"
"beta_r[143]",-1.4135623945,-1.42205,0.306450568186517,0.308936775,-1.9295665,-0.9200923,1.04972710451845,139.500807428059,310.032497017414,"166"
"beta_r[144]",0.010117972212,0.02193065,2.36634871002171,2.33125410231,-3.8658375,3.81188,1.00050004886491,5553.22215249649,3078.79437576172,"167"
"beta_r[145]",0.30844386183425,0.300311,0.305010381414605,0.30729145965,-0.1902842,0.80718495,1.04627038434294,141.550295021357,370.804637148835,"168"
"beta_r[146]",-2.1722448225,-2.179475,0.305646727427295,0.306868548,-2.6788965,-1.669337,1.04545214326352,140.659867339092,360.639278376972,"169"
"beta_r[147]",3.35527519,3.348345,0.303062863757689,0.308002737,2.84166,3.842422,1.04603404301844,141.970575093429,341.76635617237,"170"
"beta_r[148]",2.7786398025,2.7705,0.303146757207524,0.30801015,2.2733655,3.2778865,1.04771537210698,143.080873967786,362.785549792863,"171"
"beta_r[149]",-0.00970840664874996,-0.0098936,2.5014840860053,2.54341305036,-4.0327135,4.048741,1.00044027594029,5660.87037541738,2953.46236118178,"172"
"beta_r[150]",3.0696274425,3.06925,0.305482085120988,0.308981253,2.557689,3.566682,1.0445486433418,144.560577236595,374.549456835752,"173"
"beta_r[151]",1.81423965775,1.804715,0.314182119914701,0.323481081,1.303644,2.3202805,1.0431259319004,149.769970096384,424.436675808694,"174"
"beta_r[152]",3.3130364675,3.31526,0.307125619753097,0.312287451,2.8085595,3.802789,1.04457952340536,141.701810185418,326.539719804311,"175"
"beta_r[153]",2.89519695,2.88992,0.304704169861327,0.310790025,2.3923155,3.38677,1.04709213487189,141.447112434069,346.469564124913,"176"
"beta_r[154]",1.12683834825,1.12419,0.301531404784918,0.3057306525,0.62247385,1.615123,1.0449765162508,141.859251292859,352.785064660551,"177"
"beta_r[155]",3.3543660025,3.3458,0.303625578769915,0.302517117,2.843679,3.8566425,1.04535840710689,142.798546401778,356.167380159048,"178"
"beta_r[156]",6.249526525,6.24106,0.303103874188884,0.305400774,5.7492515,6.7479055,1.0495806255441,140.411784371893,355.951121474694,"179"
"beta_r[157]",0.01058745560355,0.03109765,2.43202444659336,2.422627704,-3.9381765,3.92199999999999,1.00084205174485,4808.99543954227,2732.13670967797,"180"
"beta_r[158]",3.9754898625,3.97027,0.30679174464252,0.311635107,3.4576415,4.47453,1.04540667596763,140.57277656484,352.047680022142,"181"
