"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail","parameter"
"beta_r[106]",-0.981853195948,-0.97202,0.466599429685626,0.477241527,-1.758526,-0.2502675,1.00645176494562,367.199525314035,631.885647616134,"129"
"beta_r[107]",-0.0157643027325,-0.051049,2.21985718814038,2.231424195,-3.6163755,3.635054,1.00342106446122,10208.2140654047,2710.92142014352,"130"
"beta_r[108]",0.00770004175025002,0.0092087,2.16189952420453,2.149458654,-3.58239,3.532818,1.0011516010351,9822.91084224,2796.11129620178,"131"
"beta_r[109]",-0.01632380485375,0.01322575,2.27602233592407,2.26063771605,-3.7252365,3.6718155,1.00275433075578,10956.8633236924,2681.76936427023,"132"
"beta_r[110]",-0.00562063220079999,0.02366335,2.24404454099443,2.21095934829,-3.761869,3.719078,1.00053839486691,9884.69802780907,2712.130466664,"133"
"beta_r[111]",-0.0064353994375,0.04853555,2.20315401961705,2.186138178,-3.648719,3.5667515,0.999923442393748,8759.33516714271,2757.46785214615,"134"
"beta_r[112]",-0.41842883566595,-0.405643,0.469128129380077,0.47502971019,-1.198541,0.3249756,1.00693944672488,370.074210972298,545.887283850326,"135"
"beta_r[113]",-0.4242050983445,-0.413556,0.465586023352961,0.47540784732,-1.1989745,0.30661435,1.00693248552638,374.929871927958,568.511407019641,"136"
"beta_r[114]",0.00234230296699998,-0.0186312,2.18174387416417,2.20055082912,-3.683875,3.581822,1.00367733541351,10296.2902171074,2445.06749602523,"137"
"beta_r[115]",-0.804770429315,-0.7898435,0.467505353212497,0.4768508619,-1.588091,-0.0686313100000006,1.0074127045346,368.430487881003,681.327538935454,"138"
"beta_r[116]",-0.0124820295762501,-0.005757755,2.2373638043076,2.185760115,-3.64301,3.726018,1.00142447673811,8036.68501065761,2524.82812267142,"139"
"beta_r[117]",-0.025437475572,-0.0210255,2.26332466528033,2.301313959,-3.814835,3.7066805,1.00120017567191,9302.37624206337,2419.75568407439,"140"
"beta_r[118]",-0.8148113697225,-0.808986,0.472952986220874,0.4823705817,-1.603616,-0.0544323050000001,1.00685396255365,382.109758171207,741.204290601783,"141"
"beta_r[119]",-0.00668215055932499,0.0117283,2.20121122106357,2.19277770558,-3.688039,3.5932205,1.00035711001335,9070.74740134005,2706.30719824011,"142"
"beta_r[120]",0.12055805336225,0.128069,0.46642298592429,0.4726350888,-0.66176175,0.84703765,1.00684732867531,378.195963953959,717.345833948997,"143"
"beta_r[121]",-1.69102792225,-1.68331,0.468135061809442,0.476559531,-2.473209,-0.95889125,1.00706564445687,370.551640576592,619.294043753832,"144"
"beta_r[122]",-1.2327361771625,-1.22039,0.469363703516753,0.4743460092,-2.0109395,-0.4997205,1.00670914381467,370.991295012546,543.866700069741,"145"
"beta_r[123]",-0.015283120515,-0.03135565,2.29228613925991,2.238451719,-3.830476,3.840986,1.0020132259983,8450.83161428352,2570.78037691398,"146"
"beta_r[124]",-0.00365838800525003,-0.00733749,2.25669321967555,2.241001791,-3.7194985,3.740035,1.00150205565593,8477.28841961414,2004.96209104317,"147"
"beta_r[125]",0.020180816085,0.05711765,2.3628225660061,2.42572285389,-3.893068,3.9635765,1.00387038111517,9989.23232109494,2730.69765012922,"148"
"beta_r[126]",-0.01842067226965,0.0020838,2.21125159927484,2.17516515888,-3.6183495,3.636451,1.00601059692179,8784.2871946936,2738.60508671437,"149"
"beta_r[127]",-0.00641648853915,-0.0179749,2.25160323134277,2.16983684274,-3.662871,3.663846,0.999641587100484,10662.1369229479,2734.10134963638,"150"
"beta_r[128]",-0.58711692359575,-0.5731215,0.466326192257609,0.4729612608,-1.3730745,0.15317555,1.0071379749957,371.639323488687,552.590708902504,"151"
"beta_r[129]",-1.0568403103925,-1.043025,0.469783424925239,0.4820644248,-1.840224,-0.32151705,1.00713748080825,374.577081557396,688.097907832453,"152"
"beta_r[130]",-1.71137595,-1.69631,0.465904024068805,0.475573602,-2.4830985,-0.9804595,1.0071451207688,373.81310143188,643.38278501756,"153"
"beta_r[131]",0.00318304224899998,0.01845375,2.26526168387399,2.246302086,-3.7095545,3.662189,1.00198408757332,10054.9625880963,2666.91003811517,"154"
"beta_r[132]",-0.00396782204225005,-0.002425285,2.18472213322721,2.201193981,-3.579764,3.601056,1.0023441446913,11089.8123378375,2976.5087172321,"155"
"beta_r[133]",-0.01794451845,-0.0441316,2.23498315468551,2.23599297516,-3.6070715,3.681352,0.999957635821391,9585.2052864078,3075.71758513499,"156"
"beta_r[134]",-0.00100415707250005,0.025327,2.20402407046055,2.1731683932,-3.7257465,3.6344435,1.0031576502854,11238.2626301274,2956.10520690263,"157"
"beta_r[135]",-0.0063696531425,-0.0016922935,2.15672477821071,2.131778649,-3.592597,3.6157735,1.000917257724,8742.49727664288,2859.67145012495,"158"
"beta_r[136]",2.48357695225,2.499925,0.468848492361648,0.477515808,1.7039135,3.223645,1.00715899488825,371.699215271618,612.97903765763,"159"
"beta_r[137]",-1.65912972955,-1.64511,0.466382493177666,0.480317922,-2.4330175,-0.9329062,1.00725356281632,362.516321287724,644.112027755612,"160"
"beta_r[138]",-0.0240478207739999,0.04015705,2.21254197965262,2.200237704,-3.7247705,3.64566,1.00437198596251,9788.8396659497,2842.33748774147,"161"
"beta_r[139]",0.9735096135025,0.9821955,0.469118604368949,0.4804009476,0.19825345,1.706141,1.00719218111643,367.893046734418,612.903469090172,"162"
"beta_r[140]",0.01131236419,0.0202017,2.31089156800991,2.240253078,-3.7520935,3.7320765,1.00238723594125,8657.77722895622,2060.58159149463,"163"
"beta_r[141]",0.0192648434797499,0.01230405,2.17065763599891,2.19950982153,-3.4945985,3.5847395,1.00041655817823,9395.26361339638,2628.97723094393,"164"
"beta_r[142]",-0.0416421180452501,-0.0480894,2.16890534022638,2.16553092756,-3.60863,3.5177475,1.00064881966708,9430.34454922046,3133.94821422485,"165"
"beta_r[143]",-0.815548944297025,-0.8030985,0.466762635875126,0.479331993,-1.587065,-0.076360825,1.00705544492119,375.30980700451,635.296591535217,"166"
"beta_r[144]",-0.000735709574999892,-0.0156291,2.28385934108381,2.26649376366,-3.803265,3.690992,1.00072058967358,10956.0253702313,2820.75526174185,"167"
"beta_r[145]",0.9070411583,0.912929,0.467814252932261,0.476077686,0.14435345,1.6487645,1.0074044141962,369.302250308623,483.119054905474,"168"
"beta_r[146]",0.00587154723000001,0.009721065,2.24921851049611,2.167175724,-3.690297,3.7363795,1.00177673592318,11762.1560848117,2854.84531456775,"169"
"beta_r[147]",-0.0416466927685,-0.0599054,2.15014944429184,2.09184422496,-3.54238,3.54223,1.00156046870254,11629.2812053174,2594.39452315943,"170"
"beta_r[148]",0.013106020521,0.0210155,2.23844054363613,2.2323738003,-3.717407,3.733728,1.00078281583509,7781.76597118466,2825.54955649565,"171"
"beta_r[149]",-0.000327541642499927,-0.02830075,2.20356560811632,2.22974996895,-3.6388815,3.6560895,1.001107181597,9383.46538091941,3174.36244376458,"172"
